"observation_id","location_name_raw","query_sent","latitude","longitude","ward_code","ward_name","geocode_source","geocode_match_type","geocode_verified","review_note","anchor_type","confidence","coordinate_basis","coordinate_changed_from_input","ward_changed_from_input","original_latitude","original_longitude","original_ward_code","original_ward_name","needs_manual_validation"
"VNE_20251007_064","Đường Mễ Trì (đoạn giao Phạm Hùng)","Đường Mễ Trì (đoạn giao Phạm Hùng), Hà Nội, Việt Nam","21.010336","105.788684","00592","Phường Từ Liêm","published_road_point","intersection_anchor","false","Re-anchored to Phạm Hùng corridor at Mễ Trì junction vicinity; canonical intersection point.","intersection_anchor","medium","published_road_point","true","false","21.012650","105.775361","00592","Phường Từ Liêm","false"
"VNE_20251007_065","Đường Mê Linh: Km6+200 - Km7+00","Đường Mê Linh: Km6+200 - Km7+00, Hà Nội, Việt Nam","21.173000","105.768000","00466","Xã Phúc Thịnh","chainage_estimate","linear_midpoint","false","Separated from duplicate generic Mê Linh road point; canonical midpoint for Km6+200–Km7+000. Validate against official road chainage layer.","linear_midpoint","low","chainage_estimate","true","false","21.169328","105.774031","00466","Xã Phúc Thịnh","true"
"VNE_20251007_066","Đường Mê Linh: Km4+600 - Km4+800","Đường Mê Linh: Km4+600 - Km4+800, Hà Nội, Việt Nam","21.160800","105.787000","00466","Xã Phúc Thịnh","chainage_estimate","linear_midpoint","false","Separated from duplicate generic Mê Linh road point; canonical midpoint for Km4+600–Km4+800.","linear_midpoint","low","chainage_estimate","true","false","21.169328","105.774031","00466","Xã Phúc Thịnh","true"
"VNE_20251007_067","Đường Mê Linh: Km5+670 - Km5+850","Đường Mê Linh: Km5+670 - Km5+850, Hà Nội, Việt Nam","21.167000","105.777000","00466","Xã Phúc Thịnh","chainage_estimate","linear_midpoint","false","Separated from duplicate generic Mê Linh road point; canonical midpoint for Km5+670–Km5+850.","linear_midpoint","low","chainage_estimate","true","false","21.169328","105.774031","00466","Xã Phúc Thịnh","true"
"VNE_20251007_068","Phố Trương Công Giai (đoạn giao phố Thành Thái)","Phố Trương Công Giai (đoạn giao phố Thành Thái), Hà Nội, Việt Nam","21.027580","105.788560","00166","Phường Cầu Giấy","osm_road_point","intersection_anchor","true","Re-anchored to Trương Công Giai–Thành Thái junction vicinity.","intersection_anchor","high","osm_road_point","true","false","21.027663","105.788712","00166","Phường Cầu Giấy","false"
"VNE_20251007_069","Đường Duy Tân (Giao Phạm Hùng)","Đường Duy Tân (Giao Phạm Hùng), Hà Nội, Việt Nam","21.030870","105.781450","00166","Phường Cầu Giấy","published_map_point","intersection_anchor","true","Corrected severe false match in Xã Đại Xuyên; re-anchored to Duy Tân–Phạm Hùng vicinity.","intersection_anchor","high","published_map_point","true","true","20.666044","105.947778","10342","Xã Đại Xuyên","false"
"VNE_20251007_070","Đường Tôn Thất Thuyết (phía giao đường Phạm Hùng)","Đường Tôn Thất Thuyết (phía giao đường Phạm Hùng), Hà Nội, Việt Nam","21.028863","105.779271","00592","Phường Từ Liêm","reviewed_existing_anchor","intersection_anchor","false","Existing Tôn Thất Thuyết point retained for Phạm Hùng-side junction.","intersection_anchor","medium","reviewed_existing_anchor","false","false","21.028863","105.779271","00592","Phường Từ Liêm","false"
"VNE_20251007_071","Phố Phạm Văn Bạch (đoạn trước Viện huyết học)","Phố Phạm Văn Bạch (đoạn trước Viện huyết học), Hà Nội, Việt Nam","21.024660","105.788380","00166","Phường Cầu Giấy","osm_poi","poi_anchor","true","Re-anchored to Viện Huyết học–Truyền máu Trung ương, Phạm Văn Bạch.","poi_anchor","high","osm_poi","true","false","21.023399","105.789885","00166","Phường Cầu Giấy","false"
"VNE_20251007_072","Phố Dương Đình Nghệ (đoạn từ Nguyễn Xuân Nham đến Phạm Hùng)","Phố Dương Đình Nghệ (đoạn từ Nguyễn Xuân Nham đến Phạm Hùng), Hà Nội, Việt Nam","21.021500","105.787000","00166","Phường Cầu Giấy","canonical_segment_anchor","linear_midpoint","false","Canonical midpoint for Dương Đình Nghệ segment Nguyễn Xuân Nham–Phạm Hùng.","linear_midpoint","medium","canonical_segment_anchor","true","false","21.023112","105.789821","00166","Phường Cầu Giấy","false"
"VNE_20251007_073","Tuyến 14 giao phố Đinh Núp","Tuyến 14 giao phố Đinh Núp, Hà Nội, Việt Nam","21.011500","105.788500","00166","Phường Cầu Giấy","canonical_intersection_anchor","intersection_estimate","false","“Tuyến 14” is not uniquely geocodable in public map index; canonical anchor placed at Đinh Núp/Nam Trung Yên grid. Requires local engineering map validation.","intersection_estimate","low","canonical_intersection_anchor","true","true","","","","","true"
"VNE_20251007_074","Tuyến 16 đến phố Đinh Núp","Tuyến 16 đến phố Đinh Núp, Hà Nội, Việt Nam","21.012500","105.789500","00166","Phường Cầu Giấy","canonical_corridor_anchor","corridor_anchor","false","“Tuyến 16” is not uniquely geocodable in public map index; canonical anchor placed near Đinh Núp/Nam Trung Yên grid. Requires local engineering map validation.","corridor_anchor","low","canonical_corridor_anchor","true","true","","","","","true"
"VNE_20251007_075","Phố Nguyễn Quốc Trị (đoạn từ Nguyễn Chánh đi vào)","Phố Nguyễn Quốc Trị (đoạn từ Nguyễn Chánh đi vào), Hà Nội, Việt Nam","21.018563","105.784653","00175","Phường Yên Hoà","reviewed_existing_anchor","segment_anchor","false","Existing Nguyễn Quốc Trị point retained for Nguyễn Chánh inward segment.","segment_anchor","medium","reviewed_existing_anchor","false","false","21.018563","105.784653","00175","Phường Yên Hoà","false"
"VNE_20251007_076","Đường Ngô Thì Nhậm","Đường Ngô Thì Nhậm, Hà Nội, Việt Nam","20.968800","105.769200","09556","Phường Hà Đông","published_map_vicinity","street_canonical","false","Re-geocoded to Ngô Thì Nhậm street in Hà Đông; canonical street midpoint.","street_canonical","medium","published_map_vicinity","true","true","","","","","false"
"VNE_20251007_077","QL 21B Từ Km6+00-Km7+800","QL 21B Từ Km6+00-Km7+800, Hà Nội, Việt Nam","20.814062","105.883453","10237","Xã Chương Dương","reviewed_existing_anchor","linear_midpoint","false","Existing QL21B coordinate retained as canonical midpoint for Km6+000–Km7+800 segment.","linear_midpoint","medium","reviewed_existing_anchor","false","false","20.814062","105.883453","10237","Xã Chương Dương","false"
"VNE_20251007_078","Đường Phan Đình Giót","Đường Phan Đình Giót, Hà Nội, Việt Nam","20.972411","105.761525","09556","Phường Hà Đông","published_address_coordinate","street_canonical","true","Re-anchored to Phan Đình Giót Hà Đông using published address-map point.","street_canonical","high","published_address_coordinate","true","true","","","","","false"
"VNE_20251007_079","Đường QL1 Km195+700-Km195+750","Đường QL1 Km195+700-Km195+750, Hà Nội, Việt Nam","20.736475","105.912866","10273","Xã Phú Xuyên","reviewed_existing_anchor","linear_midpoint","false","Existing QL1 coordinate retained as canonical midpoint for Km195+700–Km195+750.","linear_midpoint","medium","reviewed_existing_anchor","false","false","20.736475","105.912866","10273","Xã Phú Xuyên","false"
"VNE_20251007_080","Đường QL6 Km27+300(T+P)","Đường QL6 Km27+300(T+P), Hà Nội, Việt Nam","20.929410","105.669090","10030","Xã Phú Nghĩa","published_area_coordinate","chainage_area_anchor","false","Re-anchored to Nghĩa Hảo/Phú Nghĩa corridor near QL6 Km27+300; exact chainage point needs road GIS validation.","chainage_area_anchor","low","published_area_coordinate","true","true","21.037605","105.860377","00097","Phường Hồng Hà","true"
"VNE_20251007_081","Phố Hà Trì","Phố Hà Trì, Hà Nội, Việt Nam","20.960744","105.773256","09552","Phường Kiến Hưng","reviewed_existing_anchor","street_canonical","false","Full-name Hà Trì street match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","20.960744","105.773256","09552","Phường Kiến Hưng","false"
"VNE_20251007_082","Ngã 5 hạ trì giao với Lê Lợi - Bà Triệu kéo dài đường Hà Trì","Ngã 5 hạ trì giao với Lê Lợi - Bà Triệu kéo dài đường Hà Trì, Hà Nội, Việt Nam","20.965500","105.775000","09552","Phường Kiến Hưng","canonical_intersection_anchor","intersection_estimate","false","Canonical anchor for Ngã 5 Hạ Trì–Lê Lợi–Bà Triệu kéo dài–Hà Trì; exact intersection node needs local map validation.","intersection_estimate","low","canonical_intersection_anchor","true","true","","","","","true"
"VNE_20251007_083","Đường Nguyễn Thanh Bình từ ngã tư Vạn Phúc (Km3+600) đến Km4+00","Đường Nguyễn Thanh Bình từ ngã tư Vạn Phúc (Km3+600) đến Km4+00, Hà Nội, Việt Nam","20.980300","105.770900","09556","Phường Hà Đông","canonical_segment_anchor","linear_midpoint","false","Canonical midpoint for Nguyễn Thanh Bình from ngã tư Vạn Phúc Km3+600 to Km4+000. Chainage not independently resolved.","linear_midpoint","low","canonical_segment_anchor","true","true","","","","","true"
"VNE_20251007_084","Phố Phúc La từ Km1+00-Km1+200","Phố Phúc La từ Km1+00-Km1+200, Hà Nội, Việt Nam","20.960904","105.792741","09556","Phường Hà Đông","reviewed_existing_anchor","linear_midpoint","false","Existing Phúc La point retained as canonical midpoint for Km1+000–Km1+200.","linear_midpoint","medium","reviewed_existing_anchor","false","false","20.960904","105.792741","09556","Phường Hà Đông","false"
"VNE_20251007_085","Đường Lê Hồng Phong từ trường trung học Lê Hồng Phong đến cổng công an phường dài 200m","Đường Lê Hồng Phong từ trường trung học Lê Hồng Phong đến cổng công an phường dài 200m, Hà Nội, Việt Nam","20.971100","105.777600","09556","Phường Hà Đông","address_based_anchor","poi_corridor_anchor","false","THCS Lê Hồng Phong address verified on Lê Hồng Phong; canonical school-to-police corridor anchor. Exact 200 m segment midpoint needs map validation.","poi_corridor_anchor","low","address_based_anchor","true","true","","","","","true"
"VNE_20251007_086","Đường Văn Khê nước ngập từ Km3+00- Km4+00","Đường Văn Khê nước ngập từ Km3+00- Km4+00, Hà Nội, Việt Nam","20.976580","105.762230","09556","Phường Hà Đông","published_transit_vicinity","linear_midpoint","false","Canonical anchor on Văn Khê corridor for Km3+000–Km4+000, using mapped Văn Khê transit/road vicinity.","linear_midpoint","medium","published_transit_vicinity","true","true","","","","","false"
"VNE_20251007_087","Các tuyến Trần Hưng Đạo, Trưng Nhị Nguyễn Thị Minh Khai, Hoàng Văn Thụ Trưng Trắc","Các tuyến Trần Hưng Đạo, Trưng Nhị Nguyễn Thị Minh Khai, Hoàng Văn Thụ Trưng Trắc, Hà Nội, Việt Nam","20.971700","105.778500","09556","Phường Hà Đông","canonical_area_anchor","area_anchor","false","Raw record combines multiple streets; area anchor represents central affected Hà Đông grid, not a unique point.","area_anchor","low","canonical_area_anchor","true","true","","","","","true"
"VNE_20251007_088","Các tuyến đường Khu đô thị Văn Phú","Các tuyến đường Khu đô thị Văn Phú, Hà Nội, Việt Nam","20.956056","105.765927","09552","Phường Kiến Hưng","published_map_point","area_anchor","false","Re-anchored to Khu đô thị Văn Phú canonical area point.","area_anchor","medium","published_map_point","true","true","","","","","false"
"VNE_20251007_089","Ngã 4 đảo giao thông Lê trọng Tấn, Nguyễn Thanh Bình - Nguyễn Trác - Dương Nội","Ngã 4 đảo giao thông Lê trọng Tấn, Nguyễn Thanh Bình - Nguyễn Trác - Dương Nội, Hà Nội, Việt Nam","20.976600","105.757000","09886","Phường Dương Nội","canonical_intersection_anchor","intersection_estimate","false","Canonical anchor for Lê Trọng Tấn–Nguyễn Thanh Bình–Nguyễn Trác–Dương Nội junction complex. Exact island centroid requires map validation.","intersection_estimate","low","canonical_intersection_anchor","true","true","","","","","true"
"VNE_20251007_090","Phố Nhuệ Giang (đoạn cuối tuyến)","Phố Nhuệ Giang (đoạn cuối tuyến), Hà Nội, Việt Nam","20.972113","105.780811","09556","Phường Hà Đông","reviewed_existing_anchor","segment_endpoint_anchor","false","Existing Nhuệ Giang point retained as canonical “cuối tuyến” anchor.","segment_endpoint_anchor","medium","reviewed_existing_anchor","false","false","20.972113","105.780811","09556","Phường Hà Đông","false"
"VNE_20251007_091","Đường Nguyễn khuyến đoạn cuối tuyến giao với Yên Phúc Bạch - Thái Bưởi - Nguyễn Xuân Hà","Đường Nguyễn khuyến đoạn cuối tuyến giao với Yên Phúc Bạch - Thái Bưởi - Nguyễn Xuân Hà, Hà Nội, Việt Nam","20.978340","105.788458","09556","Phường Hà Đông","reviewed_existing_anchor","junction_cluster_anchor","false","Existing Nguyễn Khuyến point retained for Yên Phúc/Bạch–Thái Bưởi–Nguyễn Xuân Hà junction cluster.","junction_cluster_anchor","medium","reviewed_existing_anchor","false","false","20.978340","105.788458","09556","Phường Hà Đông","false"
"VNE_20251007_092","Phố Hoàng Đôn Hoà","Phố Hoàng Đôn Hoà, Hà Nội, Việt Nam","20.959474","105.772205","09552","Phường Kiến Hưng","reviewed_existing_anchor","street_canonical","false","Full-name Hoàng Đôn Hoà match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","20.959474","105.772205","09552","Phường Kiến Hưng","false"
"VNE_20251007_093","Cổ Linh- Cầu Vĩnh Tuy","Cổ Linh- Cầu Vĩnh Tuy, Hà Nội, Việt Nam","21.025000","105.889500","00145","Phường Long Biên","canonical_corridor_anchor","corridor_anchor","false","Canonical anchor on Cổ Linh approach to Cầu Vĩnh Tuy; raw record is a corridor, not a single point.","corridor_anchor","medium","canonical_corridor_anchor","true","true","","","","","false"
"VNE_20251007_094","Hầm chui Ram AB nút Pháp Vân  đường Vành đai 3","Hầm chui Ram AB nút Pháp Vân  đường Vành đai 3, Hà Nội, Việt Nam","20.964200","105.844800","00316","Phường Định Công","canonical_interchange_anchor","interchange_anchor","false","Canonical anchor at Pháp Vân/Vành đai 3 Ramp AB underpass complex; engineering ramp-centerline validation recommended.","interchange_anchor","medium","canonical_interchange_anchor","true","true","","","","","false"
"VNE_20251007_095","Tuyến Thiên Đức đoạn gầm cầu đường sắt","Tuyến Thiên Đức đoạn gầm cầu đường sắt, Hà Nội, Việt Nam","21.077770","105.937160","00565","Xã Gia Lâm","canonical_corridor_anchor","underpass_corridor_anchor","false","Canonical anchor for Thiên Đức railway-underpass corridor; exact gầm cầu point not independently resolved in public map index.","underpass_corridor_anchor","low","canonical_corridor_anchor","true","true","","","","","true"
"VNE_20251007_096","Đường 421B: Km11+300: Cầu Đông Yên","Đường 421B: Km11+300: Cầu Đông Yên, Hà Nội, Việt Nam","20.930398","105.598608","09952","Xã Phú Cát","reviewed_existing_anchor","bridge_chainage","false","Existing coordinate retained for Cầu Đông Yên, đường 421B Km11+300.","bridge_chainage","medium","reviewed_existing_anchor","false","false","20.930398","105.598608","09952","Xã Phú Cát","false"
"VNE_20251007_097","Đường: 423:Cầu 72 II Km8+400","Đường: 423:Cầu 72 II Km8+400, Hà Nội, Việt Nam","20.980800","105.673700","09931","Xã Hưng Đạo","official_chainage_area_anchor","bridge_chainage","false","Corrected false Từ Liêm road hit. Cầu 72-II is documented at đường 423 Km8+400 on Cộng Hòa–Vân Côn corridor; coordinate is canonical bridge-area anchor.","bridge_chainage","low","official_chainage_area_anchor","true","true","21.036209","105.771183","00592","Phường Từ Liêm","true"
"VNE_20251007_098","Đường Tây Mỗ","Đường Tây Mỗ, Hà Nội, Việt Nam","20.997991","105.751804","00634","Phường Tây Mỗ","reviewed_existing_anchor","street_canonical","false","Full-name Tây Mỗ match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","20.997991","105.751804","00634","Phường Tây Mỗ","false"
"VNE_20251007_099","Phố Trần Thái Tông (đoạn trước SN 96)","Phố Trần Thái Tông (đoạn trước SN 96), Hà Nội, Việt Nam","21.028865","105.787794","00166","Phường Cầu Giấy","reviewed_existing_anchor","address_anchor","false","Existing Trần Thái Tông point retained for trước SN96 vicinity.","address_anchor","medium","reviewed_existing_anchor","false","false","21.028865","105.787794","00166","Phường Cầu Giấy","false"
"VNE_20251007_100","Ngọc Khánh","Ngọc Khánh, Hà Nội, Việt Nam","21.029505","105.812669","00025","Phường Giảng Võ","reviewed_existing_anchor","street_canonical","false","Full-name Ngọc Khánh match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.029505","105.812669","00025","Phường Giảng Võ","false"
"VNE_20251007_101","Võ Chí Công  (đoạn tòa LOTTE)","Võ Chí Công  (đoạn tòa LOTTE), Hà Nội, Việt Nam","21.075990","105.812680","00103","Phường Tây Hồ","osm_poi","poi_anchor","true","Re-anchored to LOTTE Mall West Lake on Võ Chí Công, matching “đoạn tòa LOTTE”.","poi_anchor","high","osm_poi","true","false","21.064377","105.805687","00103","Phường Tây Hồ","false"
"VNE_20251007_102","Nguyễn Sơn","Nguyễn Sơn, Hà Nội, Việt Nam","21.045435","105.881082","00118","Phường Bồ Đề","reviewed_existing_anchor","street_canonical","false","Full-name Nguyễn Sơn match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.045435","105.881082","00118","Phường Bồ Đề","false"
"VNE_20251007_103","Ngọc Lâm","Ngọc Lâm, Hà Nội, Việt Nam","21.046823","105.879532","00118","Phường Bồ Đề","reviewed_existing_anchor","street_canonical","false","Full-name Ngọc Lâm match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.046823","105.879532","00118","Phường Bồ Đề","false"
"VNE_20251007_104","Lệ Mật","Lệ Mật, Hà Nội, Việt Nam","21.053625","105.902927","00127","Phường Việt Hưng","reviewed_existing_anchor","street_canonical","false","Full-name Lệ Mật match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.053625","105.902927","00127","Phường Việt Hưng","false"
"VNE_20251007_105","Hoa Lâm","Hoa Lâm, Hà Nội, Việt Nam","21.048741","105.876927","00118","Phường Bồ Đề","reviewed_existing_anchor","street_canonical","false","Full-name Hoa Lâm match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.048741","105.876927","00118","Phường Bồ Đề","false"
"VNE_20251007_106","Nút Liễu Giai /Đào Tấn","Nút Liễu Giai /Đào Tấn, Hà Nội, Việt Nam","21.032270","105.812610","00025","Phường Giảng Võ","osm_poi","intersection_poi_anchor","true","Re-anchored to Liễu Giai–Đào Tấn at Lotte Center Hanoi, a strong corner POI anchor.","intersection_poi_anchor","high","osm_poi","true","true","","","","","false"
"VNE_20251007_107","Cổ Linh ( đoạn trường học)","Cổ Linh ( đoạn trường học), Hà Nội, Việt Nam","21.025900","105.894930","00145","Phường Long Biên","canonical_corridor_anchor","poi_corridor_anchor","false","Corrected false Bát Tràng road hit; canonical Cổ Linh school-corridor anchor used. Exact school frontage needs manual map validation.","poi_corridor_anchor","low","canonical_corridor_anchor","true","true","21.008230","105.914857","00577","Xã Bát Tràng","true"
"VNE_20251007_108","Ngọc Thụy ( đoạn gầm cầu đường sắt LB)","Ngọc Thụy ( đoạn gầm cầu đường sắt LB), Hà Nội, Việt Nam","21.044348","105.865567","00118","Phường Bồ Đề","reviewed_existing_anchor","underpass_anchor","false","Existing Ngọc Thụy point retained for Long Biên railway-underpass vicinity.","underpass_anchor","medium","reviewed_existing_anchor","false","false","21.044348","105.865567","00118","Phường Bồ Đề","false"
"VNE_20251007_109","Phố Ngọc Lâm","Phố Ngọc Lâm, Hà Nội, Việt Nam","21.045724","105.881440","00118","Phường Bồ Đề","reviewed_existing_anchor","street_canonical","false","Full-name phố Ngọc Lâm match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.045724","105.881440","00118","Phường Bồ Đề","false"
"VNE_20251007_110","Đường Quyết Thắng ( CCN Yên Nghĩa)","Đường Quyết Thắng ( CCN Yên Nghĩa), Hà Nội, Việt Nam","20.956070","105.742659","09562","Phường Yên Nghĩa","reviewed_existing_anchor","industrial_area_anchor","false","Existing Quyết Thắng point retained for CCN Yên Nghĩa vicinity.","industrial_area_anchor","medium","reviewed_existing_anchor","false","false","20.956070","105.742659","09562","Phường Yên Nghĩa","false"
"VNE_20251007_111","Đường Nguyễn Trác từ Km7+300 đến Km 7+800","Đường Nguyễn Trác từ Km7+300 đến Km 7+800, Hà Nội, Việt Nam","20.973000","105.750000","09886","Phường Dương Nội","chainage_estimate","linear_midpoint","false","Canonical midpoint for Nguyễn Trác Km7+300–Km7+800; exact road-chainage geometry not independently resolved.","linear_midpoint","low","chainage_estimate","true","true","","","","","true"
"VNE_20251007_112","Đường Thanh Bình","Đường Thanh Bình, Hà Nội, Việt Nam","20.986578","105.780078","09556","Phường Hà Đông","reviewed_existing_anchor","street_canonical","false","Full-name Thanh Bình match retained as canonical street point.","street_canonical","medium","reviewed_existing_anchor","false","false","20.986578","105.780078","09556","Phường Hà Đông","false"
"VNE_20251007_113","Đường Quang Trung Km12+700-KM12+900","Đường Quang Trung Km12+700-KM12+900, Hà Nội, Việt Nam","20.939807","105.733271","09562","Phường Yên Nghĩa","reviewed_existing_anchor","linear_midpoint","false","Existing Quang Trung point retained as canonical midpoint for Km12+700–Km12+900.","linear_midpoint","medium","reviewed_existing_anchor","false","false","20.939807","105.733271","09562","Phường Yên Nghĩa","false"
"VNE_20251007_114","Đường Quốc lộ 6 Km15+300","Đường Quốc lộ 6 Km15+300, Hà Nội, Việt Nam","20.950090","105.747260","09562","Phường Yên Nghĩa","published_poi_vicinity","chainage_poi_anchor","false","Re-anchored near Bến xe Yên Nghĩa for QL6 Km15+300 corridor; exact chainage point should be validated against road layer.","chainage_poi_anchor","medium","published_poi_vicinity","true","true","21.037605","105.860377","00097","Phường Hồng Hà","false"
"VNE_20251007_115","Đường Quốc Nông Quốc Chấn","Đường Quốc Nông Quốc Chấn, Hà Nội, Việt Nam","20.960500","105.777000","09552","Phường Kiến Hưng","canonical_area_anchor","unresolved_toponym_area_anchor","false","Toponym “Quốc Nông Quốc Chấn” could not be uniquely reconciled with a mapped street; area anchor only. MUST field/manual-map validate before operational use.","unresolved_toponym_area_anchor","low","canonical_area_anchor","true","true","","","","","true"
"VNE_20251007_116","Đường Lê Lai","Đường Lê Lai, Hà Nội, Việt Nam","20.970800","105.779500","09556","Phường Hà Đông","canonical_street_anchor","street_canonical","false","Canonical Lê Lai Hà Đông street point; exact flooded segment is unspecified in raw record.","street_canonical","low","canonical_street_anchor","true","true","","","","","true"
"VNE_20251007_117","Phố Hạnh Hoa và  phố Xa La","Phố Hạnh Hoa và  phố Xa La, Hà Nội, Việt Nam","20.963082","105.791753","09556","Phường Hà Đông","reviewed_existing_anchor","corridor_anchor","false","Existing Hạnh Hoa/Xa La point retained as canonical corridor anchor.","corridor_anchor","medium","reviewed_existing_anchor","false","false","20.963082","105.791753","09556","Phường Hà Đông","false"
"VNE_20251007_118","Bà Triệu kéo dài","Bà Triệu kéo dài, Hà Nội, Việt Nam","20.964500","105.776000","09552","Phường Kiến Hưng","canonical_corridor_anchor","corridor_anchor","false","Canonical point on Bà Triệu kéo dài corridor; no unique endpoint supplied.","corridor_anchor","low","canonical_corridor_anchor","true","true","","","","","true"
"VNE_20251007_119","Đường Tô hiệu từ ngã ba Cầu Đơ cho đến ngã tư Bà Triệu","Đường Tô hiệu từ ngã ba Cầu Đơ cho đến ngã tư Bà Triệu, Hà Nội, Việt Nam","20.972400","105.777000","09556","Phường Hà Đông","canonical_segment_anchor","linear_midpoint","false","Canonical midpoint for Tô Hiệu from ngã ba Cầu Đơ to ngã tư Bà Triệu.","linear_midpoint","low","canonical_segment_anchor","true","true","","","","","true"
"VNE_20251007_120","Đường Lê Lợi từ ngã tư Tô Hiệu đến ngã tư Hoàng Hoa Thám","Đường Lê Lợi từ ngã tư Tô Hiệu đến ngã tư Hoàng Hoa Thám, Hà Nội, Việt Nam","20.972000","105.782500","09556","Phường Hà Đông","canonical_segment_anchor","linear_midpoint","false","Canonical midpoint for Lê Lợi from Tô Hiệu to Hoàng Hoa Thám.","linear_midpoint","low","canonical_segment_anchor","true","true","","","","","true"
"VNE_20251007_121","Phố Cửa Quán và Tuyến N41 N42 N42","Phố Cửa Quán và Tuyến N41 N42 N42, Hà Nội, Việt Nam","20.960000","105.769500","09552","Phường Kiến Hưng","canonical_area_anchor","area_anchor","false","Raw record combines phố Cửa Quán and internal tuyến N41/N42; canonical area anchor used, not a unique intersection.","area_anchor","low","canonical_area_anchor","true","true","","","","","true"
"VNE_20251007_122","Phố Đội Cấn","Phố Đội Cấn, Hà Nội, Việt Nam","21.036364","105.816385","00008","Phường Ngọc Hà","reviewed_existing_anchor","street_canonical","false","Full-name Đội Cấn match retained.","street_canonical","medium","reviewed_existing_anchor","false","false","21.036364","105.816385","00008","Phường Ngọc Hà","false"
"VNE_20251007_123","Khuất Duy Tiến - Trần Duy Hưng","Khuất Duy Tiến - Trần Duy Hưng, Hà Nội, Việt Nam","21.007000","105.791000","00367","Phường Thanh Xuân","canonical_intersection_anchor","intersection_anchor","false","Re-anchored to Khuất Duy Tiến–Trần Duy Hưng/Phạm Hùng junction complex; administrative boundary vicinity, canonical intersection point.","intersection_anchor","medium","canonical_intersection_anchor","true","true","","","","","false"
